"Review_Date","Average_Score","Hotel_Name","Reviewer_Nationality","Negative_Review","Review_Total_Negative_Word_Counts","Total_Number_of_Reviews","Positive_Review","Review_Total_Positive_Word_Counts","Total_Number_of_Reviews_Reviewer_Has_Given","Reviewer_Score"
"8/4/2016",8.4,"Royal Ramblas","United Kingdom","Nothing",2,3340,"The location is perfect Staff are very helpful and polite Would definitely stay here again",17,6,10
"4/7/2016",8.5,"Hotel Regina","United States of America","Inside room without any windows Small bed Very basic",11,2775,"Location is great 1 2 block from Plaza de Catalunia Staff very friendly",15,6,8.3
"7/26/2016",8.3,"Rathbone","United Kingdom","The rooms are too warm A C not that good",11,776,"Staff very helpfull and the hotel was very clean",10,4,7.1
"11/14/2016",7.4,"Hilton London Euston","United Kingdom","There was nothing i didn t like",8,843,"The over all experience",5,4,10
"2/16/2016",9,"The Capital","Ireland","Nothing",2,355,"Eggs perfect Room service Everything perfect Couldn t fault anything Your perfect stay over in London",18,7,10
"12/8/2015",8.1,"Copthorne Tara Hotel London Kensington","Ireland","I found the hotel room very stuffy and uncomfortable to sleep in at night very warm and lots of noises from the fridge and air conditioning",27,7105,"The location was perfect only a short walk to the tube and the centre of London",17,1,5.8
"9/1/2016",8.2,"NH City Centre Amsterdam","United Kingdom","Booking com very misleading on web site for while can pay more for room with view it does not make clear other room are like prison cells Book com people seem to get the cells book direct",39,3417,"good location",3,2,7.1
"9/4/2016",8.4,"Arbor Hyde Park","Norway","No Negative",0,2140,"I love the design location breakfast nice staff and the beds are the best",16,12,10
"12/12/2015",8.7,"The Bailey s Hotel London","United Kingdom","We had a problem when checking in as we booked thru booking com but the staff said they haven t received the confirmation When we rang booking they said that the hotel opened the conformation 7 mins ago",40,2485,"Hotel is being renewed so it feels new",9,6,9.2
"1/9/2017",8.1,"Copthorne Tara Hotel London Kensington","United Kingdom","Lift out of order",5,7105,"Great location",3,6,7.9
"7/17/2016",8.1,"DoubleTree by Hilton Hotel London Marble Arch","Bangladesh","The fire alarm went off twice in the middle of the night",14,1290,"Such a central location ideal for shoppers Oxford street is around the corner",15,10,8.3
"2/28/2017",8.2,"Nottingham Place Hotel","United Kingdom","I would have liked a curtain on the window the room was a slightly irregular shape and the area around the door between the bathroom and the bed area had an uncurtained window which wasn t very private This was my only criticism",45,580,"Comfy bed nicely decorated quality fittings helpful staff",9,11,9.2
"3/11/2017",8.2,"Radisson Blu Edwardian Vanderbilt","Japan","No Negative",0,2665,"The room was really comfortable especially bet mat I slept really well It is also equipped with a fridge and an electric kettle The staff was kind",29,20,10
"5/3/2016",8.9,"London Marriott Hotel West India Quay","United Kingdom","If you are put in a room overlooking the railway it is noisy despite the double glazing Also could hear people in the next room",27,2836,"The beds were comfortable and the room was a good size",13,6,6.3
"6/19/2016",8.8,"The Drayton Court Hotel","United Kingdom","It should include breakfast in the rate 12 per person is an expensive extra and the room rate is not cheap",23,750,"Lovely furnishings Comfy bed Nice coffee in the room Friendly and helpful staff specially Lucia",17,7,9.6
"11/22/2015",8.3,"Park Plaza London Riverbank","United Kingdom","Bleach on room carpet looks horrible Doesn t cost much to replace Only one small bottle of shampoo etc which I used to go out first night leaving nine for partner or following morning again small detail would be good to have more We were offered room with a view although noisy from construction site we accepted The view was into a wall",65,4684,"Lovely hotel great price Bed very comfortable",9,12,9.6
"6/26/2016",8.7,"Starhotels Anderson","Belgium","Rooms are on the small side Breakfast ok but rather stuffy overcrowded breakfast room in the basement",19,2698,"Great location if you need to be as close as possible to the station If not you may want to go somewhere not the most charming area in town Stylish hotel with nicely appointed rooms and good services basic but good food served until midnight In my case I got good value for money",56,24,8.3
"8/29/2015",7.8,"The RE London Shoreditch","United Kingdom","No Negative",0,2147,"Very well located for visits to East London Only a few minutes walk from Cambridge Heath Overground Station",20,17,9.2
"10/16/2016",8.3,"Bilderberg Hotel Jan Luyken","United Kingdom","Single room very small Construction work on pavement road outside hotel started well before 7 00am",18,1207,"Excellent location for Rijksmuseum and Van Gogh museum",10,15,7.5
"10/25/2015",8.4,"Timhotel Op ra Blanche Fontaine","Australia","Nothing",2,466,"Very quiet room although in busy area",8,29,9.6
"6/12/2017",9,"St Martins Lane A Morgans Original","United Kingdom","No Negative",0,1241,"Had full English yummy",6,1,10
"8/20/2016",9.2,"Hotel Neri","Australia","Value for money Also in a very touristy area",10,177,"Ambience great position and nice large rooms and bathrooms",10,18,9.6
"1/27/2017",8.2,"Hotel Auriga","Ireland","No Negative",0,1299,"The overall experience",4,15,10
"4/6/2017",8.9,"Legend Saint Germain by Elegancia","New Zealand","No Negative",0,406,"Bed and pillow were awesome Good use of space available",12,4,8.3
"5/24/2016",7.4,"Mercure Paris Terminus Nord","Singapore","Wow Finally time for some reviews 1 Really bad staff on duty Very Very unhelpful 2 Geoffroy Rumpler Front Office Manager Delphina were two of the rudest staff we ever met throughout our Europe Trip 3 Room had no bedroom slippers no fridge bathroom was practically empty with no facilities carpet was filthy Mr Rumpler our dear Front Office Manager had the audacity to claim THIS IS MERCURE S STANDARD I would like to let you know that I applaud you for being so honest with me because you are now allowing me to tell everyone how disgusting Mercure Hotels are 4 Delphina Front Desk Staff was the most unwelcoming staff there 5 Despite the bad stay I would like to give credit to the Concierge did not take down his name for being the most helpful staff at the hotel He pushed our luggages across to the station when we were leaving and was sincerely nice I guess if you really want to stay here this is the only guy that will make your day Other than that please avoid this hotel having to go through what I went through would be so sickening Overall BAD STAY ruined our mood in Paris For the price we paid I can advise you to find a better hotel avoid this MERCURE STANDARD hotel",224,5575,"Location Opposite Station Good for Travellers taking Eurostar To From Paris",12,4,3.8
"8/9/2016",7.8,"Acevi Villarroel","China","no",2,2251,"Everyting is good Specially the reception is very kind He helped a lot when we were in Barcelona I m very satisfied with this hotel and will stay here again if I come to Barcelona",37,4,8.8
"6/20/2016",8.5,"JUFA Hotel Wien","Hungary","No Negative",0,3748,"Breakfast",2,8,8.8
"11/13/2016",8.3,"R Kipling by Happyculture","Netherlands","Bussy street",4,389,"Excelent location beautifull and very cosy Hotel",9,9,8.3
"2/11/2017",8.9,"Hotel Barcelona Catedral","Japan","Nothing special Soundproof is little poor and closet is minimum but they are not problem",17,2695,"I have stayed in more than 10 hotels in BCN I strongly recommend this hotel Best location in the heart of BCN Very close to histrical places Restaurants bars and shops are everywhere Room space is big enough Interior is cozy Staffs are friendly",46,36,10
"7/9/2017",7.8,"Millennium Gloucester Hotel London","Sri Lanka","did not like the view the executive lounge not good scrambled eggs every day children allowed in the lounge making a noise staff keeping to the back dirty carpet",30,5726,"nice bed",3,3,5.5
"3/29/2016",8.3,"Fleming s Selection Hotel Wien City","Germany","The room was really small and pillows were very uncomfortable We were told at the reception that Easter Friday was holiday in Austria and we could park in front of the hotel unfortunately it was not and we were fined",42,3672,"Location was perfect cleanliness and breakfast were OK",10,3,8.3
"6/10/2017",8.8,"Park Plaza London Waterloo","United Kingdom","Staff failed to clean our room for 3 days Had to ask for clean towels etc Staff spoke little English",22,1489,"Good facilities Near tube station",7,1,7.5
"4/18/2016",8.1,"Amadi Park Hotel","United States of America","No Negative",0,1615,"Price comfort location",5,9,10
"7/6/2016",8.4,"Thistle Trafalgar Square The Royal Trafalgar","China","No Negative",0,1193,"Very quite even in such good location",9,3,8.8
"8/26/2015",8.2,"Radisson Blu Edwardian Vanderbilt","United Kingdom","Carpet in room badly stained and loose door on cupboard spoilt an otherwise good impression",17,2665,"Very good location for the Royal Albert Hall friendly helpful staff Generally high standard of decor Convenient bar and restaurant",21,5,7.5
"2/18/2016",9.3,"Hotel K nig von Ungarn","United Kingdom","We couldn t fault it",6,1207,"Charming old style hotel on quiet street in the very middle of Vienna A great location from which to explore Friendly and helpful staff prettily decorated and spotless rooms with an extremely comfortable bed Good breakfast buffet included in the price with gluten free requirements catered for",49,3,9.6
"9/26/2016",9,"Hotel Am Parkring","Japan","Nothing",2,2304,"I stayed in the room with cathedral view and it was fantastic",14,7,9.6
"9/15/2016",9.2,"Catalonia Passeig de Gr cia 4 Sup","United Kingdom","Nothing",2,2116,"Beautiful hotel wonderful friendly staff that were always helpful Gorgeous contemporary pool area Amazing breakfast choice Complimentary snacks and soft drinks in the afternoon Quiet room at the back",31,14,10
"1/25/2016",8.5,"Amba Hotel Marble Arch","Kuwait","the GYM was small in size and equipment s are not enough",14,3980,"breakfast Staff and Wifi",5,9,8.3
"9/20/2015",9.1,"The Chesterfield Mayfair","Australia","Nothing",2,1166,"We absolutely loved our stay at the Chesterfield The bed was very comfortable as was the pillows The staff especially Chris was extremely helpful We would definitely stay here if in London again",35,9,10
"9/16/2015",8.4,"Club Quarters Hotel St Paul s","United Kingdom","nothing really",3,4117,"quite comfortable and efficient",5,21,10
"8/22/2016",8.4,"DoubleTree by Hilton London Victoria","Switzerland","Nothing",2,2902,"Perfect location Nice room very kind staff Thanks",10,1,10
"12/1/2015",8.4,"The Waldorf Hilton","United Kingdom","Turned away from bar and refused drinks at 7pm at night because we were told no tables available also told no tables available following morning for breakfast dispite paying 96 and being a resident also hotel ran out of many items like baileys peroni etc",46,1479,"Hotel position and room standard",6,11,4.6
"6/16/2016",8.2,"Club Quarters Hotel Gracechurch","United Kingdom","No Negative",0,2996,"We were in the City for a wedding this hotel was centrally located and fuss free from the moment we arrived It had everything we needed great spot if you re looking for a hotel as a base to tour around at weekends and quieter than the West End for sleeping",52,1,10
"10/24/2015",8.5,"Blakemore Hyde Park","Netherlands","Absolutely the worst ever Wifi Internet The bartender wasn t friendly at all",14,6596,"Good comfortable beds Good breakfast buffet",7,12,5.8
"11/21/2015",8.7,"H tel Le Bellechasse Saint Germain","Romania","Design",2,307,"Good location near major turistic atractions Very chic hotel on a quiet street but with nice restaurants",19,1,10
"2/18/2016",8,"The Principal London","United Kingdom","No Negative",0,3150,"Location Impressive lobby",4,4,9.6
"3/31/2017",9.2,"Apex Temple Court Hotel","United Kingdom","nothing",2,2619,"lovely luxury hotel great furnishings and art work great staff",11,1,10
"11/9/2015",8.4,"The Grosvenor","United Kingdom","Nothing",3,3274,"Pleasent staff clean comfortable rooms excellent location Would highly recommend",12,1,10
"11/3/2015",8.6,"Hilton London Angel Islington","United Kingdom","No Negative",0,1462,"Staff were friendly and attentive",6,1,9.2
"12/5/2016",8.6,"H tel Hor","United Kingdom","There was no comfortable chair in the room only an office style chair",14,1090,"Everything but especially the helpful staff",7,2,10
"3/25/2017",8.5,"Cram","United Kingdom","The upstairs terrace wasn t lit up and the bar wasn t open It was out of season march but we would have loved heat lamps for the cooler evenings and nights",33,778,"Nothing was too much trouble for the staff All of which were very friendly and polite Hotel was amazing and very clean comfortable Breakfast was delicious and we looked forward to it every morning",35,1,10
"2/5/2017",8.9,"Hotel Saint Petersbourg Opera","Spain","No Negative",0,2412,"very well located at 2 from Paris office at Opera",11,22,9.2
"6/5/2017",7.8,"Millennium Gloucester Hotel London","United Kingdom","Being woken up by the room steward at half 7 to ask if we wanted the room cleaning Well yes we did but not right then I found it bizarre being woken up and asked that",38,5726,"Bed was really comfy and the room was huge Never had so much space in a hotel room Getting breakfast included for our room was a lovely bonus and access to the millennium club room on the sixth floor was brilliant",43,1,7.1
"6/4/2017",9.1,"citizenM Tower of London","Sweden","No Negative",0,4672,"Compact living de Luxe",6,10,8.8
"3/15/2017",8.3,"Hotel du Louvre in the Unbound Collection by Hyatt","United States of America","The hotel is going through remodeling and looks tired and worn",13,1120,"The location is perfect for touring the central area of Paris",13,1,8.3
"6/5/2016",8.1,"DoubleTree by Hilton London Docklands Riverside","United Kingdom","No fridge in the room",6,3826,"Cookies and the Tv access in the room also being on top floor",14,1,7.1
"1/9/2017",8.3,"Park Plaza London Riverbank","Ireland","The bad view",4,4684,"The shower was good",5,2,9.6
"10/4/2016",8.9,"The Laslett","Cayman Islands","Very small rooms",4,623,"Location is excellent",4,4,8.8
"5/28/2017",8.8,"Crowne Plaza London Docklands","United Kingdom","More towels needed",4,2768,"Robes and slippers",4,2,7.5
"12/8/2015",8.5,"DoubleTree by Hilton London Westminster","United Kingdom","No Negative",0,3269,"Really great comfortable hotel staff were excellent and very helpful Breakfast was good and the rooms were clean and comfortable Perfect for a little city break Very easy to different areas on the nearby tube too The lounge bar had a nice relaxed vibe with excellent cocktails",49,1,8.8
"9/12/2015",7.9,"Best Western Palm Hotel","United Kingdom","Expensive for given standard",5,2037,"Convenient access with parking in London good sized clean rooms",12,76,6.3
"10/31/2016",8.1,"DoubleTree by Hilton London Docklands Riverside","United Kingdom","The window didn t stayed open",8,3826,"Te bed was really comfy",7,1,10
"2/20/2016",7.3,"Shaftesbury Premier London Paddington","United Kingdom","Attitude of staff when asked why so much",9,3609,"Robbing gets charged to park outside on street 20 not happy",12,3,4
"3/4/2016",7.9,"Catalonia Atenas","Romania","rooms are really tiny",6,6792,"very good location although not in the city center but few meters away from metro line walking distance to Sagrada Familia 10 minutes total journey to center overall quality for the price paid is very good bathroom is large and has good facilities",45,19,7.9
"1/14/2017",8.3,"Le Senat","United Kingdom","The staff was rude the one man in particular at the reception unhelpful when requested to check why the light in the bathroom could not be switched off without taking out the main switch card",37,549,"Beds comfortable and nice toiletteries in the bathroom",9,19,5
"3/28/2017",8.9,"Hotel Saint Petersbourg Opera","United States of America","No Negative",0,2412,"Friendly staff all around Hotel contact and feedback was great and began before our arrival Great customer service",20,4,10
"11/3/2016",8.6,"Park Plaza Victoria London","Spain","No Negative",0,4426,"Everything was fine",4,7,8.3
"2/16/2017",9.4,"The Wittmore Adults Only","United Kingdom","to be very picky the bar music and the wine list could have been better",16,217,"everything almost",4,19,9.6
"5/30/2017",8.4,"DoubleTree by Hilton London Ealing","United Kingdom","External noise from emergency services vehicles was very noticeable",11,1494,"Great location Within easy access of A406 North Circular road and Ealing Common Tube Station Good place for a base to explore London",25,33,7.9
"12/22/2015",8.1,"DoubleTree by Hilton London Docklands Riverside","United Kingdom","Radiator didn t work Mould on the bath Tried to charge 5 for a pot of milk",18,3826,"Bed was nice",4,13,5
"3/15/2016",8.3,"Bilderberg Hotel Jan Luyken","Netherlands","No Negative",0,1207,"The location and the staff were good",9,23,7.9
"8/4/2016",8.5,"JUFA Hotel Wien","Hungary","No Negative",0,3748,"breakfast was really good",6,18,8.3
"11/7/2016",9,"Andaz London Liverpool Street","United Kingdom","Room made me feel slightly claustrophobic",7,1283,"The bed was very comfortable service was great location great",12,5,8.3
"4/21/2016",9,"Hazlitt s","United Kingdom","Coffee and tea making facilities in the room and a lift although I know we were in a Grade II listed building",24,465,"The antique furniture and general quirkiness plus the location was particular convenient for Threatreland Despite its central location the hotel was surprisingly quiet",25,2,8.8
"5/17/2016",7.1,"Britannia International Hotel Canary Wharf","United Kingdom","Hotel room was very dirty Bathroom was old and shower didn t work properly The sofas were all torn due to excessive use Cupboards had broken handles and some of them were missing Coffee and tea had been splashed up the wall Bedding was dirty Broken air conditioning Soiled chairs Staff were rude and unable to communicate clearly Breakfast was rubbish there was a que of 40 people to get to the buffet and all the tables were dirty",80,9086,"The location was good",5,4,3.3
"10/11/2015",8.3,"Hotel Ambassador","Turkey","Street side rooms are a little noisy Would appreciate a turkish channel on tv Not impressed by entrance and lobby",22,1279,"Excellent location Very nice building",7,2,7.5
"4/14/2016",8,"Holiday Inn London Mayfair","United Kingdom","The Tv didn t work it was 10pm and I needed to sleep to get back to the office at 5am so didn t bother calling to get it replaced cos as we all know that would have taken 4 hours Ordered room service and it was squid and soup wouldn t have fed that to my dogs cold slimey just disgusting The bathroom was a disabled bathroom with weird toilet horrendous all the way through looked like a bathroom you d find in cheap looney bin",89,1894,"Nothing",2,1,4.6
"1/18/2017",8.5,"Amba Hotel Marble Arch","South Africa","We had 2 fire alarms One was at 7am and one day later we had another at midnight On both occasions we had to evacuate the hotel in chilly weather and walk to a nearby hotel until the fire brigade had declared it safe While I have to applaud the staff for their safe and efficient evacuation I was disappointed by the lack of communication from management as to the reason for 2 false alarms",77,3980,"Early check in and late check out",8,6,10
"6/16/2017",8.7,"H tel Brighton Esprit de France","United Kingdom","The only challenge was the WIFI which was unstable Otherwise nothing to detract",15,973,"Location was perfect could not be faulted Older style four style hotel with great charm that was improved by our being upgraded for our three night stay to an executive room Space light access to the Metro and fashionable old world furniture Complimentary water was nice touch and housekeeping excellent",52,6,9.2
"8/1/2016",9,"COQ Hotel Paris","New Zealand","No Negative",0,1682,"The location was very close to public tranport and lots of restuarants The hotel was quaint but recently renovated and very comforatable The breakfast was outstanding with excellent local produce The staff we always friendly and spoke very good English generally We thoroughly enjoyed our time there and would recommend it to everyone looking for a Paris trip",60,4,9.6
"12/7/2016",8.1,"Copthorne Tara Hotel London Kensington","United States of America","Hard time check in",6,7105,"Great Location",3,29,9.2
"10/16/2016",7.5,"Holiday Inn London Oxford Circus","United Kingdom","The fact that other people in my group got a double room with breakfast for 169 I paid 169 for a crappy single room and breakfast was not included",31,1287,"The concierge gentleman was the only plus to the stay He was pleasant helpful",16,1,3.8
"7/18/2017",8.6,"The Tower A Guoman Hotel","United Kingdom","The meal in the Brasserie was not good at all We both decided to have what is advertised as FRESH Cod Fillet What arrived was awful frozen fish and after we told the staff we were told that yes the fish is frozen sir For fact we could have purchased a box of 6 Frozen Cod Fillets at Waitrose for about 3 50 and not paid a total of 27 90 for two When we complained were offered a free cup coffee with the meal In addition to this very poor food we were most annoyed at having the staff moving and laying up tables for breakfast around us all the time were were eating Very poor food and very poor service from a hotel off this class",130,3486,"No Positive",0,1,8.3
"8/21/2015",8.1,"Park Grand Paddington Court","Bahrain","Rooms were too small We couldn t move There was no space for our luggage although we only had 2 suitcases We stayed for 3 nights and will never come back only because of the size of the room",41,6608,"Friendly staff and location",5,3,5.8
"5/21/2016",8.4,"Park Grand London Kensington","United Kingdom","A few less steps in the passage to our room",12,4660,"well presented and in good overall decorative condition good location",11,3,7.9
"6/9/2016",8.3,"Park Hotel","United Arab Emirates","Bed was too soft for me I sunk in and it was not comfy",16,2027,"Location",2,5,8.3
"12/9/2015",8.3,"Novotel London West","United Kingdom","Asked for quiet room but noisy some type of generator whirring all night",15,2443,"Handy for the Apollo",6,1,5.4
"5/26/2017",8.7,"Park Plaza Westminster Bridge London","United States of America","No Negative",0,12158,"Great location",3,1,10
"5/31/2016",7.6,"Hotel Sunflower","France","The breakfast",4,594,"No Positive",0,2,4.6
"8/11/2016",8.4,"Arthotel ANA Prime","Belgium","No view from window Expected better bread selection from a hotel in Vienna Vegan options limited",18,1813,"The room facilities were excellent and the bed was very comfortable Great shower Very clean Staff very helpful and friendly",22,1,10
"7/6/2016",8.5,"Blakemore Hyde Park","United Kingdom","No Negative",0,6596,"From the time of arrival to departure we felt well cared for thought the welcome was warm staff helpful at all times The location was ideal for the concert in Hyde Park no tubes required just a lovely stroll away Finished the evening off with a drink on the terrace perfect Would happily return",56,2,10
"7/10/2016",7.7,"Park Avenue Baker Street","United Kingdom","No tv remote and one of the bedside lamps did not work We were in the annex across the road where work was being done carpets in hallways covered with plastic workmen disturbed us quite early in the morning",41,1913,"The bed was comfy Although we didn t use them there was a microwave and a fridge which would have been very useful had we have been staying longer than the 1 night",35,16,7.5
"9/19/2016",7.5,"Saint Georges Hotel","Egypt","Bed is of poor quality",6,2092,"No Positive",0,2,9.2
"7/23/2017",9,"Bianca Maria Palace Hotel","Australia","Nothing",3,2770,"This was our favourite accomodation in 4 weeks of travel Superb breakfast decor and clean We felt so spoilt and relaxed to be in this hotel in Milan 20 minute walk from cathedral and quick taxi to central station",41,10,10
"11/23/2016",8.4,"H tel des Champs Elys es","United Kingdom","The shower was a rainforest head and water pressure was average so not brilliant Shower head couldn t be angled",22,755,"Staff were super helpful without been in your face Bed was comfy Breakfast was excellent",17,2,10
"8/17/2015",8.9,"The Royal Horseguards","United Kingdom","Nothing all good",4,2007,"Great location just near Embankment station so walking distance to Covet Garden Leicester Sq etc Reception staff very helpful TV In shower",24,1,7.9
"7/21/2016",9.2,"ME London by Melia","United Kingdom","Radio bar is very noisy",7,1017,"No Positive",0,9,8.8
"3/1/2017",8.2,"Ramada Apollo Amsterdam Centre","Greece","Simple breakfastbuffet for the money payed Not really comfortable places to sit",13,5770,"My room was complete and clean and the coffee tea appreciated",13,9,8.8
"3/6/2016",8.4,"The May Fair Hotel","Kuwait","Some rooms without windows",6,1994,"Friendly staff Clean",5,6,7.5
"10/30/2016",9.1,"citizenM Tower of London","Russia","Nothing",2,4672,"Extraordinary approach to check in out room design and room facilities control Very comfort bed Nice lounge bar and view from it Location for business purposes",27,11,9.2
"3/14/2016",7.7,"Shaftesbury Metropolis London Hyde Park","United Kingdom","None",2,2867,"Everything the rooms are quite comfortable nice and cozy its quite on the main and above all the bathrooms are quite nice",23,6,10
"3/31/2016",7.1,"Britannia International Hotel Canary Wharf","United Kingdom","d cor was old fashioned and the bathroom badly needed decorating and a good clean",16,9086,"bed was comfortable and the room was well equipped well situated close to the DLR",16,1,7.9
"2/17/2016",8.4,"The Waldorf Hilton","United Kingdom","It was booked by Mrs for my husband birthday present However everything is in his name MR even my email Its me who signed up for the Hilton Membership Mrs Such a busy weekend we had to wait to be seated for breakfast for a while for topping up of breakfast food",54,1479,"The comfort of the bed amazing and the lovely warm room on a very cold day Lovely staff very attentive to needs Mentioned something needed fixing 1st night whilst we were out it was repaired by the time we got back wow Great Breakfast",46,3,9.6
"9/3/2015",8.4,"Catalonia Barcelona Plaza","Ireland","No Negative",0,4527,"The rooftop pool",4,4,9.6
"10/19/2016",7.5,"Park Plaza Vondelpark Amsterdam","United Kingdom","The bedrooms are pretty poor although our bed was very comfortable The position of the room below street level not great What spoiled the room most however was a toilet and shower in the room behind a partially opaque glass partition which did not reach the ceiling Never seen anything like this before",55,2176,"Breakfast was good and the facility for the sister hotel close to our point of departure to store our cases was much appreciated",25,5,5
"12/12/2016",7.5,"Hilton London Metropole","United Kingdom","Beds very uncomfortable had a spring sticking out of mine needs general modernising",14,6977,"Breakfast fabulous plenty of choice just very busy and option of a smoking room if your a smoker then absolutely fabulous",22,4,6.3
"10/19/2015",7.7,"Grand Royale London Hyde Park","Philippines","The noise on top Our room was below the conference and they did not move us when they had an event They were moving the furnitures and fixing the Mir conference room till 5am and we had hardly any sleep We kept on complaining but they only stopped early morning and started early",55,6539,"The cleanliness of the place and accessibility",9,1,7.5
"3/3/2017",8.7,"Grange City Hotel","United Kingdom","The only thing I think let the visit down was breakfast Being shipped into the side restaurant The seating in the main breakfast area could be improved as they chairs are the most uncomfortable",36,872,"The room facilities were great and the bed was extra comfy I have a bad back so this is important to me The use of the SPA was amazing and the weekend was great thanks to everyone",39,1,10
"6/1/2016",9.5,"Waldorf Astoria Amsterdam","United Kingdom","It took far too long to get assistance when dialled from the room",14,443,"Great hotel extremely comfortable with modern facilities and friendly staff Also in the best location",16,3,9.6
"6/10/2017",8.4,"Ramada Plaza Milano","France","No Negative",0,2612,"Breakfast bag as I was leaving early",8,7,9.6
"8/18/2015",8,"Royal Saint Michel","United States of America","No Negative",0,1193,"Great Location Staff nice",5,1,9.2
"12/8/2016",8.6,"Urban Lodge Hotel","Russia","In our room the window in bathroom was damaged so that there was a gap and draught through it Since it was mid November it was really cold and uncomfortable in the bathroom",35,5018,"The stuff is helpful the design is modern and cosy the breakfast is quite good",17,33,7.1
"8/23/2016",8.4,"Hotel Dei Cavalieri","Panama","The room still wasn t ready at the check in time We had to wait 40 minutes to get in the room The shower left a lot to desire Power Outlets in the room were rare and hard to access",42,3445,"Location Breakfast",3,12,6.7
"3/20/2016",8.8,"Hotel West End","Turkey","Nothing",3,452,"The rooms are very clean and nice The staff is very kind and helpful Breakfast is also very good Everything was perfect",24,2,10
"5/2/2016",9.1,"Hotel Esther a","United Kingdom","It was an expensive stay but probably worth it",11,4687,"The location is very central so as a tourist you can walk to all the main museums The area around the hotel is quiet Tea and coffee with cakes were available free all day in the lounge which meant we spent less in cafes We had a room with a view of the canal",56,24,9.6
"3/8/2016",8.1,"Crowne Plaza London Kings Cross","United Kingdom","No Negative",0,2312,"Very comfortable clean and excellent value",8,1,9.6
"9/15/2015",8.8,"The Montcalm At Brewery London City","United Kingdom","It was for my wedding and they forgot that I was checking out late And cleaner barged in to our room even though we had the do not disturb light on Didnt get anything even though I had booked it for my wedding Other hotels would have given a bottle of champagne or an upgrade",57,2617,"Location",2,8,5.8
"12/29/2015",7.8,"Hotel Best Western PLUS Alfa Aeropuerto","United Kingdom","Trying to find the hotel",6,2521,"Staff and breakfast",4,10,8.8
"2/21/2016",8.6,"Catalonia Plaza Catalunya","France","No Negative",0,4153,"Fitness hammam situation exceptionnelle",5,2,9.6
"3/27/2017",8.3,"Thistle Euston","United Kingdom","A little bit noise environment from outside and neighborhood room Housekeeping service too early and always came back and knock the door again if you refuse the service once",31,2474,"No Positive",0,4,7.1
"6/23/2017",7.9,"Silken Ramblas","United States of America","Too noisy you coukd hear eceryone talking",8,1949,"Location was perfect and staff was friendly especially Szylvia",10,4,5.8
"2/16/2016",8.8,"Room Mate Aitana","Turkey","rooms are chill even i max the ac they dont heat the room i was sick and got more sick",22,4097,"No Positive",0,91,8.8
"3/6/2017",8.6,"Dorsett Shepherds Bush","United Kingdom","No Negative",0,2890,"certainly recommended delicate asian influenced decoration very large bed excellent accommodation",12,9,8.8
"3/21/2017",8.5,"Amba Hotel Marble Arch","Kuwait","No Negative",0,3980,"I like the Amba hotel Wish you all the best",12,7,9.6
"2/13/2017",8.7,"H tel Chaplain Paris Rive Gauche","Finland","No Negative",0,615,"Excellent staff",4,1,10
"8/26/2015",7.4,"Radisson Blu Champs Elys es Paris","United Kingdom","We booked the hotel as room was advertised for 3 people and as having 3 single beds suitable for a holiday for myself and 2 friends The room actually only had 2 single beds and a small camp bed more suitable for a child The room was made up for 2 adults with 2 mugs towels toiletries etc The hotel staff cleanliness and breakfast was all very good but I feel it was wrongly advertised on booking com",79,576,"The location was excellent for sightseeing",8,1,8.3
"12/11/2016",8.3,"Hotel degli Arcimboldi","Romania","No Negative",0,10842,"Near the metro and the breakfast is great",10,38,7.9
"1/30/2017",8.4,"K K H tel Cayr Saint Germain des Pr s","Italy","Being asked for an extra price for having the room 1 hour earlier the check in time",18,1431,"No Positive",0,3,8.3
"7/3/2017",8.6,"Hotel Tocq","Bulgaria","No Negative",0,189,"Excellent hotel everything were perfect location staff cleanliness",10,23,10
"2/28/2017",9.2,"H10 Metropolitan 4 Sup","Belgium","Maybe mention in which Public Parking that you partner with clients can leave their car already before they arrive I guessed it right from the first time but it can be confusing",34,1834,"The free upgrade to a top floor room with terrace Such a wonderful room if I come back I would definitely book this one straight away",28,3,10
"2/16/2016",8.6,"Grand Visconti Palace","Switzerland","The pool area is really small around 10 12 deck chairs Additionally you have to pay for swimming caps 5 EUR",23,1536,"No Positive",0,13,8.3
"1/16/2017",7.9,"London Marriott Hotel Grosvenor Square","United Kingdom","The noise of the air conditioning meant we slept very badly there was mould in the bathroom We were moved to a different room but there was obviously an error there too as there were complimentary things there for someone else",43,534,"Superb location and very friendly staff",8,2,6.3
"5/30/2017",8.7,"Radisson Blu Edwardian Hampshire","Portugal","No Negative",0,1543,"We were happy with our whole experience but there is no doubt the staff stood out to us They were INCREDIBLY helpful and went out of there way to accomodate our needs The food breakfast and dinner were delicious",41,1,10
"2/17/2016",8.6,"Dorsett Shepherds Bush","United Kingdom","No Negative",0,2890,"The bar area and the cocktails available",8,1,10
"10/26/2016",8.3,"Twenty Nevern Square Hotel","Canada","great staff without exception",6,1719,"very nice breakfast good choice for break fast",10,1,8.8
